39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
11:25:17.0 (333756221)|SYSTEM_METHOD_EXIT|[263]|CommunityHowToGuidesController.__sfdc_helpArticlesOddList()
11:25:17.0 (333767153)|SYSTEM_METHOD_ENTRY|[263]|List<Help__kav>.add(Object)
11:25:17.0 (333770445)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:17.0 (333775779)|SYSTEM_METHOD_EXIT|[263]|List<Help__kav>.add(Object)
11:25:17.0 (333778165)|STATEMENT_EXECUTE|[264]
11:25:17.0 (333780143)|HEAP_ALLOCATE|[264]|Bytes:4
11:25:17.0 (333785361)|VARIABLE_ASSIGNMENT|[264]|i|6
11:25:17.0 (333789921)|SYSTEM_METHOD_ENTRY|[258]|system.ListIterator.hasNext()
11:25:17.0 (333794767)|HEAP_ALLOCATE|[258]|Bytes:5
11:25:17.0 (333798260)|SYSTEM_METHOD_EXIT|[258]|system.ListIterator.hasNext()
11:25:17.0 (333803542)|HEAP_ALLOCATE|[258]|Bytes:40
11:25:17.0 (333807787)|VARIABLE_SCOPE_BEGIN|[258]|h|Help__kav|true|false
11:25:17.0 (333824079)|VARIABLE_ASSIGNMENT|[258]|h|{"Id":"ka29E00000000W6QAI","KnowledgeArticleId":"kA29E00000000DtSAI","Title":"Why is Lightful free (1 more) ...","Filter_Section__c":"About Lightful","Answer__c":"\u003Cdiv class=\"col-md-6 (391 more) ...","PublishStatus":"Online","IsVisibleInCsp":true,"VersionNumber":3,"(__KnowledgeArticleP (13 more) ...":2}|0x41089f10
11:25:17.0 (333827132)|STATEMENT_EXECUTE|[259]
11:25:17.0 (333832290)|METHOD_ENTRY|[260]||System.Math.mod(Integer, Integer)
11:25:17.0 (333857673)|METHOD_EXIT|[260]||System.Math.mod(Integer, Integer)
11:25:17.0 (333860062)|STATEMENT_EXECUTE|[261]
11:25:17.0 (333862912)|SYSTEM_METHOD_ENTRY|[261]|CommunityHowToGuidesController.__sfdc_helpArticlesEvenList()
11:25:17.0 (334109070)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x38cc1961","ArticleId":"0x7b214d77","ArticlesList":"0x1f59e48b","con":"0x22ba0685","currentFeaturedPage":0,"currentFeaturedPageInfo":"Showing Page 1 of 2","currentHelpPage":0,"currentHelpPageInfo":"Showing Page 1 of 6","currentToolBoxPage":0,"currentToolBoxPageInfo":"Showing Page 1 of 2","currentUser":"0x2a55d394","currentUserId":"0059E000000SwHRQA0","dynamicList":"0x4bfdf46f","editProfileFlag":false,"featuredPageNumber":1,"featuredPageSize":2,"filteredArticleList":"0x1737f96f","filteredArticleList2":"0x56c17802","helpArticlesEvenList":"0x1f7e7fc","helpArticlesList":"0x6a1b1efe","helpArticlesOddList":"0x5ff5112c","HelpFilters":"0x63af1666","helpPageNumber":1,"helpPageSize":1,"msgsList":"0x66296acc","searchHelpArticlesSummaryList":"0x5c10499f","searchHelpArticlesTitleList":"0x4a395a80","searchToolBoxArticlesSummaryList":"0x5f98ad05","searchToolBoxArticlesTitleList":"0x63964005","showFeaturedNext":true,"showFeaturedPrevious":false,"showHelpNext":true,"showHelpPrevious":false,"showingSearchResults":false,"showMessages":true,"showToolboxNext":true,"showToolboxPrevious":false,"toolBoxArticlesList":"0x13f4730c","toolBoxFeaturedArticlesList":"0x42c4072f","toolBoxFeaturedArticlesList1":"0x50c1a258","toolBoxFeaturedArticlesList2":"0x262166a8","ToolboxFilters":"0x5be770e7","toolBoxPageNumber":1,"toolBoxPageSize":2,"totalFeaturedRecords":3,"totalHelpRecords":6,"totalToolboxRecords":4,"viewAbout":false,"viewGettingStarted":true,"viewProfileFlag":true,"viewSettings":false}|0x74a6646e
11:25:17.0 (334122504)|SYSTEM_METHOD_EXIT|[261]|CommunityHowToGuidesController.__sfdc_helpArticlesEvenList()
11:25:17.0 (334134303)|SYSTEM_METHOD_ENTRY|[261]|List<Help__kav>.add(Object)
11:25:17.0 (334137572)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:17.0 (334143238)|SYSTEM_METHOD_EXIT|[261]|List<Help__kav>.add(Object)
11:25:17.0 (334145775)|STATEMENT_EXECUTE|[264]
11:25:17.0 (334147630)|HEAP_ALLOCATE|[264]|Bytes:4
11:25:17.0 (334152417)|VARIABLE_ASSIGNMENT|[264]|i|7
11:25:17.0 (334156486)|SYSTEM_METHOD_ENTRY|[258]|system.ListIterator.hasNext()
11:25:17.0 (334161227)|HEAP_ALLOCATE|[258]|Bytes:5
11:25:17.0 (334164803)|SYSTEM_METHOD_EXIT|[258]|system.ListIterator.hasNext()
11:25:17.0 (334171390)|VARIABLE_ASSIGNMENT|[258]|h|null|
11:25:17.0 (334616656)|VF_APEX_CALL_END|CommunityHowToGuidesController <init>
11:25:17.0 (334828701)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController get(toolBoxFeaturedArticlesList1)
11:25:17.0 (334836656)|SYSTEM_MODE_ENTER|true
11:25:17.0 (334846144)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|toolBoxFeaturedArticlesList1
11:25:17.0 (334856533)|VF_APEX_CALL_END|toolBoxFeaturedArticlesList1
11:25:17.0 (334868473)|VF_APEX_CALL_END|CommunityHowToGuidesController get(toolBoxFeaturedArticlesList1)
11:25:17.0 (335018365)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController get(toolBoxFeaturedArticlesList2)
11:25:17.0 (335024456)|SYSTEM_MODE_ENTER|true
11:25:17.0 (335030364)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|toolBoxFeaturedArticlesList2
11:25:17.0 (335037628)|VF_APEX_CALL_END|toolBoxFeaturedArticlesList2
11:25:17.0 (335047197)|VF_APEX_CALL_END|CommunityHowToGuidesController get(toolBoxFeaturedArticlesList2)
11:25:17.0 (335240303)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController <init>
11:25:17.0 (335245931)|SYSTEM_MODE_ENTER|true
11:25:17.0 (335271199)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:260
11:25:17.0 (335276942)|VARIABLE_SCOPE_BEGIN|[85]|this|CommunityHowToGuidesController|true|false
11:25:17.0 (335345510)|VARIABLE_ASSIGNMENT|[85]|this|{}|0x69bf5eb5
11:25:17.0 (335351536)|STATEMENT_EXECUTE|[1]
11:25:17.0 (335353173)|STATEMENT_EXECUTE|[4]
11:25:17.0 (335354211)|STATEMENT_EXECUTE|[5]
11:25:17.0 (335355354)|STATEMENT_EXECUTE|[6]
11:25:17.0 (335356398)|STATEMENT_EXECUTE|[7]
11:25:17.0 (335357356)|STATEMENT_EXECUTE|[9]
11:25:17.0 (335358237)|STATEMENT_EXECUTE|[11]
11:25:17.0 (335359364)|STATEMENT_EXECUTE|[12]
11:25:17.0 (335360385)|STATEMENT_EXECUTE|[14]
11:25:17.0 (335361541)|STATEMENT_EXECUTE|[15]
11:25:17.0 (335362609)|STATEMENT_EXECUTE|[16]
11:25:17.0 (335363509)|STATEMENT_EXECUTE|[17]
11:25:17.0 (335364474)|STATEMENT_EXECUTE|[18]
11:25:17.0 (335365432)|STATEMENT_EXECUTE|[19]
11:25:17.0 (335366314)|STATEMENT_EXECUTE|[20]
11:25:17.0 (335367209)|STATEMENT_EXECUTE|[21]
11:25:17.0 (335368184)|STATEMENT_EXECUTE|[23]
11:25:17.0 (335369154)|STATEMENT_EXECUTE|[24]
11:25:17.0 (335370118)|STATEMENT_EXECUTE|[26]
11:25:17.0 (335371159)|STATEMENT_EXECUTE|[27]
11:25:17.0 (335372048)|STATEMENT_EXECUTE|[28]
11:25:17.0 (335373012)|STATEMENT_EXECUTE|[30]
11:25:17.0 (335374235)|STATEMENT_EXECUTE|[31]
11:25:17.0 (335375252)|STATEMENT_EXECUTE|[33]
11:25:17.0 (335376254)|STATEMENT_EXECUTE|[34]
11:25:17.0 (335377297)|STATEMENT_EXECUTE|[35]
11:25:17.0 (335378257)|STATEMENT_EXECUTE|[36]
11:25:17.0 (335379259)|STATEMENT_EXECUTE|[37]
11:25:17.0 (335380209)|STATEMENT_EXECUTE|[38]
11:25:17.0 (335381166)|STATEMENT_EXECUTE|[42]
11:25:17.0 (335382128)|STATEMENT_EXECUTE|[43]
11:25:17.0 (335383082)|STATEMENT_EXECUTE|[44]
11:25:17.0 (335384034)|STATEMENT_EXECUTE|[46]
11:25:17.0 (335385002)|STATEMENT_EXECUTE|[47]
11:25:17.0 (335385892)|STATEMENT_EXECUTE|[48]
11:25:17.0 (335387091)|STATEMENT_EXECUTE|[50]
11:25:17.0 (335388199)|STATEMENT_EXECUTE|[51]
11:25:17.0 (335389088)|STATEMENT_EXECUTE|[52]
11:25:17.0 (335390208)|STATEMENT_EXECUTE|[54]
11:25:17.0 (335391175)|STATEMENT_EXECUTE|[55]
11:25:17.0 (335392123)|STATEMENT_EXECUTE|[56]
11:25:17.0 (335393162)|STATEMENT_EXECUTE|[58]
11:25:17.0 (335394136)|STATEMENT_EXECUTE|[59]
11:25:17.0 (335395180)|STATEMENT_EXECUTE|[60]
11:25:17.0 (335396347)|STATEMENT_EXECUTE|[62]
11:25:17.0 (335397562)|STATEMENT_EXECUTE|[63]
11:25:17.0 (335398521)|STATEMENT_EXECUTE|[64]
11:25:17.0 (335399489)|STATEMENT_EXECUTE|[66]
11:25:17.0 (335400447)|STATEMENT_EXECUTE|[67]
11:25:17.0 (335401414)|STATEMENT_EXECUTE|[68]
11:25:17.0 (335402507)|STATEMENT_EXECUTE|[70]
11:25:17.0 (335403430)|STATEMENT_EXECUTE|[71]
11:25:17.0 (335404492)|STATEMENT_EXECUTE|[72]
11:25:17.0 (335405491)|STATEMENT_EXECUTE|[73]
11:25:17.0 (335406621)|STATEMENT_EXECUTE|[74]
11:25:17.0 (335407576)|STATEMENT_EXECUTE|[76]
11:25:17.0 (335408478)|STATEMENT_EXECUTE|[77]
11:25:17.0 (335409557)|STATEMENT_EXECUTE|[78]
11:25:17.0 (335410846)|STATEMENT_EXECUTE|[82]
11:25:17.0 (335411807)|STATEMENT_EXECUTE|[83]
11:25:17.0 (335412844)|STATEMENT_EXECUTE|[298]
11:25:17.0 (335414019)|STATEMENT_EXECUTE|[495]
11:25:17.0 (335414920)|STATEMENT_EXECUTE|[496]
11:25:17.0 (335415918)|STATEMENT_EXECUTE|[497]
11:25:17.0 (335416809)|STATEMENT_EXECUTE|[498]
11:25:17.0 (335432224)|STATEMENT_EXECUTE|[86]
11:25:17.0 (335433787)|STATEMENT_EXECUTE|[87]
11:25:17.0 (335441861)|METHOD_ENTRY|[87]||System.UserInfo.getUserId()
11:25:17.0 (335456574)|METHOD_EXIT|[87]||System.UserInfo.getUserId()
11:25:17.0 (335462812)|HEAP_ALLOCATE|[87]|Bytes:4
11:25:17.0 (335468924)|SYSTEM_METHOD_ENTRY|[87]|CommunityHowToGuidesController.__sfdc_currentUserId(Id)
11:25:17.0 (335531144)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x69bf5eb5
11:25:17.0 (335595029)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"0059E000000SwHRQA0"
11:25:17.0 (335654085)|VARIABLE_ASSIGNMENT|[4]|this.currentUserId|"0059E000000SwHRQA0"|0x69bf5eb5
11:25:17.0 (335661990)|SYSTEM_METHOD_EXIT|[87]|CommunityHowToGuidesController.__sfdc_currentUserId(Id)
11:25:17.0 (335665350)|STATEMENT_EXECUTE|[90]
11:25:17.0 (335669425)|HEAP_ALLOCATE|[90]|Bytes:4
11:25:17.0 (335675372)|SYSTEM_CONSTRUCTOR_ENTRY|[90]|<init>()
11:25:17.0 (335679552)|SYSTEM_CONSTRUCTOR_EXIT|[90]|<init>()
11:25:17.0 (335685181)|SYSTEM_METHOD_ENTRY|[90]|CommunityHowToGuidesController.__sfdc_toolBoxFeaturedArticlesList1(List<Tool_Box__kav>)
11:25:17.0 (335863025)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0"}|0x69bf5eb5
11:25:17.0 (335869238)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:17.0 (335874949)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x17434b21
11:25:17.0 (335882740)|VARIABLE_ASSIGNMENT|[37]|this.toolBoxFeaturedArticlesList1|[]|0x69bf5eb5
11:25:17.0 (335888138)|SYSTEM_METHOD_EXIT|[90]|CommunityHowToGuidesController.__sfdc_toolBoxFeaturedArticlesList1(List<Tool_Box__kav>)
11:25:17.0 (335891540)|STATEMENT_EXECUTE|[91]
11:25:17.0 (335894741)|HEAP_ALLOCATE|[91]|Bytes:4
11:25:17.0 (335898886)|SYSTEM_CONSTRUCTOR_ENTRY|[91]|<init>()
11:25:17.0 (335902060)|SYSTEM_CONSTRUCTOR_EXIT|[91]|<init>()
11:25:17.0 (335906019)|SYSTEM_METHOD_ENTRY|[91]|CommunityHowToGuidesController.__sfdc_toolBoxFeaturedArticlesList2(List<Tool_Box__kav>)
11:25:17.0 (336083725)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0","toolBoxFeaturedArticlesList1":"0x17434b21"}|0x69bf5eb5
11:25:17.0 (336089719)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:17.0 (336093949)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x64ef8862
11:25:17.0 (336105067)|VARIABLE_ASSIGNMENT|[38]|this.toolBoxFeaturedArticlesList2|[]|0x69bf5eb5
11:25:17.0 (336114239)|SYSTEM_METHOD_EXIT|[91]|CommunityHowToGuidesController.__sfdc_toolBoxFeaturedArticlesList2(List<Tool_Box__kav>)
11:25:17.0 (336117782)|STATEMENT_EXECUTE|[93]
11:25:17.0 (336122876)|HEAP_ALLOCATE|[93]|Bytes:4
11:25:17.0 (336130026)|SYSTEM_METHOD_ENTRY|[93]|CommunityHowToGuidesController.__sfdc_currentUserId()
11:25:17.0 (336306935)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0","toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (336314893)|SYSTEM_METHOD_EXIT|[93]|CommunityHowToGuidesController.__sfdc_currentUserId()
11:25:17.0 (336503458)|SOQL_EXECUTE_BEGIN|[93]|Aggregations:0|SELECT id, name, firstname, lastname, contactid, fullphotourl, phone FROM user WHERE id = :tmpVar1
11:25:17.0 (336510060)|LIMIT_USAGE|[93]|SOQL|19|100
11:25:17.0 (336517386)|LIMIT_USAGE|[93]|AGGS|0|300
11:25:17.0 (339182320)|SOQL_EXECUTE_END|[93]|Rows:1
11:25:17.0 (339189539)|LIMIT_USAGE|[93]|SOQL_ROWS|65|50000
11:25:17.0 (339199612)|HEAP_ALLOCATE|[93]|Bytes:8
11:25:17.0 (339213670)|HEAP_ALLOCATE|[93]|Bytes:194
11:25:17.0 (339230948)|HEAP_ALLOCATE|[93]|Bytes:8
11:25:17.0 (339253608)|HEAP_ALLOCATE|[93]|Bytes:32
11:25:17.0 (339263760)|SYSTEM_METHOD_ENTRY|[93]|CommunityHowToGuidesController.__sfdc_currentUser(User)
11:25:17.0 (339470458)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0","toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (339486481)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"Id":"0059E000000SwHRQA0","Name":"services test","FirstName":"services","LastName":"test","ContactId":"0039E0000037h4mQAA","FullPhotoUrl":"/profilephoto/7299E0 (11 more) ...","CommunityNickname":"services"}|0x3d4511c1
11:25:17.0 (339500018)|VARIABLE_ASSIGNMENT|[5]|this.currentUser|{"Id":"0059E000000SwHRQA0","Name":"services test","FirstName":"services","LastName":"test","ContactId":"0039E0000037h4mQAA","FullPhotoUrl":"/profilephoto/7299E0 (11 more) ...","CommunityNickname":"services"}|0x69bf5eb5
11:25:17.0 (339507335)|SYSTEM_METHOD_EXIT|[93]|CommunityHowToGuidesController.__sfdc_currentUser(User)
11:25:17.0 (339511569)|STATEMENT_EXECUTE|[94]
11:25:17.0 (339524208)|HEAP_ALLOCATE|[94]|Bytes:4
11:25:17.0 (339542830)|SYSTEM_METHOD_ENTRY|[94]|CommunityHowToGuidesController.__sfdc_con(Contact)
11:25:17.0 (339727583)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (339737806)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x2c27e5f4
11:25:17.0 (339745360)|VARIABLE_ASSIGNMENT|[6]|this.con|{}|0x69bf5eb5
11:25:17.0 (339750819)|SYSTEM_METHOD_EXIT|[94]|CommunityHowToGuidesController.__sfdc_con(Contact)
11:25:17.0 (339754015)|STATEMENT_EXECUTE|[95]
11:25:17.0 (339762792)|HEAP_ALLOCATE|[95]|Bytes:4
11:25:17.0 (339773006)|SYSTEM_METHOD_ENTRY|[95]|CommunityHowToGuidesController.__sfdc_acc(Account)
11:25:17.0 (339954334)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"con":"0x2c27e5f4","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (339962113)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x7f7cc9ea
11:25:17.0 (339968190)|VARIABLE_ASSIGNMENT|[7]|this.acc|{}|0x69bf5eb5
11:25:17.0 (339973142)|SYSTEM_METHOD_EXIT|[95]|CommunityHowToGuidesController.__sfdc_acc(Account)
11:25:17.0 (339976103)|STATEMENT_EXECUTE|[96]
11:25:17.0 (339980728)|SYSTEM_METHOD_ENTRY|[96]|CommunityHowToGuidesController.__sfdc_showingSearchResults(Boolean)
11:25:17.0 (340164240)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x7f7cc9ea","con":"0x2c27e5f4","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (340174175)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
11:25:17.0 (340178488)|HEAP_ALLOCATE|[83]|Bytes:5
11:25:17.0 (340185295)|VARIABLE_ASSIGNMENT|[83]|this.showingSearchResults|false|0x69bf5eb5
11:25:17.0 (340190253)|SYSTEM_METHOD_EXIT|[96]|CommunityHowToGuidesController.__sfdc_showingSearchResults(Boolean)
11:25:17.0 (340196294)|SYSTEM_METHOD_ENTRY|[98]|CommunityHowToGuidesController.__sfdc_currentUser()
11:25:17.0 (340376766)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x7f7cc9ea","con":"0x2c27e5f4","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (340385197)|SYSTEM_METHOD_EXIT|[98]|CommunityHowToGuidesController.__sfdc_currentUser()
11:25:17.0 (340399364)|STATEMENT_EXECUTE|[99]
11:25:17.0 (340400780)|STATEMENT_EXECUTE|[100]
11:25:17.0 (340405464)|HEAP_ALLOCATE|[100]|Bytes:4
11:25:17.0 (340412004)|SYSTEM_METHOD_ENTRY|[100]|CommunityHowToGuidesController.__sfdc_currentUser()
11:25:17.0 (340593623)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x7f7cc9ea","con":"0x2c27e5f4","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (340602118)|SYSTEM_METHOD_EXIT|[100]|CommunityHowToGuidesController.__sfdc_currentUser()
11:25:17.0 (340787793)|SOQL_EXECUTE_BEGIN|[100]|Aggregations:0|SELECT id, name, firstname, lastname, CharityRegNum__c, phone, AccountId FROM Contact WHERE id = :tmpVar1
11:25:17.0 (340793755)|LIMIT_USAGE|[100]|SOQL|20|100
11:25:17.0 (340800066)|LIMIT_USAGE|[100]|AGGS|0|300
11:25:17.0 (342668851)|SOQL_EXECUTE_END|[100]|Rows:1
11:25:17.0 (342675778)|LIMIT_USAGE|[100]|SOQL_ROWS|66|50000
11:25:17.0 (342690938)|HEAP_ALLOCATE|[100]|Bytes:8
11:25:17.0 (342705035)|HEAP_ALLOCATE|[100]|Bytes:162
11:25:17.0 (342721149)|HEAP_ALLOCATE|[100]|Bytes:8
11:25:17.0 (342744357)|HEAP_ALLOCATE|[100]|Bytes:32
11:25:17.0 (342754013)|SYSTEM_METHOD_ENTRY|[100]|CommunityHowToGuidesController.__sfdc_con(Contact)
11:25:17.0 (342965580)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x7f7cc9ea","con":"0x2c27e5f4","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (342979968)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"Id":"0039E0000037h4mQAA","Name":"services test","FirstName":"services","LastName":"test","CharityRegNum__c":"testing","Phone":"07777776","AccountId":"0019E000004I1yDQAS"}|0x26dcb490
11:25:17.0 (342992493)|VARIABLE_ASSIGNMENT|[6]|this.con|{"Id":"0039E0000037h4mQAA","Name":"services test","FirstName":"services","LastName":"test","CharityRegNum__c":"testing","Phone":"07777776","AccountId":"0019E000004I1yDQAS"}|0x69bf5eb5
11:25:17.0 (343000058)|SYSTEM_METHOD_EXIT|[100]|CommunityHowToGuidesController.__sfdc_con(Contact)
11:25:17.0 (343004966)|STATEMENT_EXECUTE|[101]
11:25:17.0 (343010321)|HEAP_ALLOCATE|[101]|Bytes:4
11:25:17.0 (343018231)|SYSTEM_METHOD_ENTRY|[101]|CommunityHowToGuidesController.__sfdc_con()
11:25:17.0 (343216935)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x7f7cc9ea","con":"0x26dcb490","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (343225859)|SYSTEM_METHOD_EXIT|[101]|CommunityHowToGuidesController.__sfdc_con()
11:25:17.0 (343360511)|SOQL_EXECUTE_BEGIN|[101]|Aggregations:0|SELECT id, name FROM account WHERE id = :tmpVar1
11:25:17.0 (343366197)|LIMIT_USAGE|[101]|SOQL|21|100
11:25:17.0 (343373171)|LIMIT_USAGE|[101]|AGGS|0|300
11:25:17.0 (344885180)|SOQL_EXECUTE_END|[101]|Rows:1
11:25:17.0 (344891591)|LIMIT_USAGE|[101]|SOQL_ROWS|67|50000
11:25:17.0 (344901018)|HEAP_ALLOCATE|[101]|Bytes:8
11:25:17.0 (344912146)|HEAP_ALLOCATE|[101]|Bytes:74
11:25:17.0 (344929299)|HEAP_ALLOCATE|[101]|Bytes:8
11:25:17.0 (344950790)|HEAP_ALLOCATE|[101]|Bytes:16
11:25:17.0 (344960193)|SYSTEM_METHOD_ENTRY|[101]|CommunityHowToGuidesController.__sfdc_acc(Account)
11:25:17.0 (345179154)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x7f7cc9ea","con":"0x26dcb490","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (345190870)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"Id":"0019E000004I1yDQAS","Name":"M H","RecordTypeId":"01224000000gEQBAA2"}|0x14e4d35d
11:25:17.0 (345200782)|VARIABLE_ASSIGNMENT|[7]|this.acc|{"Id":"0019E000004I1yDQAS","Name":"M H","RecordTypeId":"01224000000gEQBAA2"}|0x69bf5eb5
11:25:17.0 (345208718)|SYSTEM_METHOD_EXIT|[101]|CommunityHowToGuidesController.__sfdc_acc(Account)
11:25:17.0 (345213144)|STATEMENT_EXECUTE|[103]
11:25:17.0 (345218581)|SYSTEM_METHOD_ENTRY|[103]|CommunityHowToGuidesController.__sfdc_con()
11:25:17.0 (345403889)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x14e4d35d","con":"0x26dcb490","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (345412914)|SYSTEM_METHOD_EXIT|[103]|CommunityHowToGuidesController.__sfdc_con()
11:25:17.0 (345433031)|SYSTEM_METHOD_ENTRY|[103]|String.valueOf(Object)
11:25:17.0 (345482393)|HEAP_ALLOCATE|[103]|Bytes:158
11:25:17.0 (345494452)|SYSTEM_METHOD_EXIT|[103]|String.valueOf(Object)
11:25:17.0 (345500631)|HEAP_ALLOCATE|[103]|Bytes:176
11:25:17.0 (345513022)|SYSTEM_METHOD_ENTRY|[103]|System.debug(ANY)
11:25:17.0 (345521704)|USER_DEBUG|[103]|DEBUG|Contact details : Contact:{Id=0039E0000037h4mQAA, Name=services test, FirstName=services, LastName=test, CharityRegNum__c=testing, Phone=07777776, AccountId=0019E000004I1yDQAS}
11:25:17.0 (345526684)|SYSTEM_METHOD_EXIT|[103]|System.debug(ANY)
11:25:17.0 (345529421)|STATEMENT_EXECUTE|[105]
11:25:17.0 (345535278)|SYSTEM_METHOD_ENTRY|[105]|CommunityHowToGuidesController.__sfdc_viewAbout(Boolean)
11:25:17.0 (345726661)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"acc":"0x14e4d35d","con":"0x26dcb490","currentUser":"0x3d4511c1","currentUserId":"0059E000000SwHRQA0","showingSearchResults":false,"toolBoxFeaturedArticlesList1":"0x17434b21","toolBoxFeaturedArticlesList2":"0x64ef8862"}|0x69bf5eb5
11:25:17.0 (345735578)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
11:25:17.0 (345740082)|HEAP_ALLOCATE|[27]|Bytes:5
11:25:17.0 (345748359)|VARIABLE_ASSIGNMENT|[27]|this.viewAbout|false|0x69bf5eb5
11:25:17.0 (345753561)|SYSTEM_METHOD_EXIT|[105]|CommunityHowToGuidesController.__sfdc_viewAbout(Boolean)
11:25:17.0 (345757053)|STATEMENT_EXECUTE|[106]
11:25:17.0 (345762000)|SYSTEM_METHOD_ENTRY|[106]|CommunityHowToGuidesController.__sfdc_viewSettings(Boolean)
